SAMPLE_ID,BRCA1/2_mut,other_HRR_gene_mutation_somatic,cnv_N_CNdipl,cnv_N_CNloss,cnv_N_CNgain,cnv_CNlt5_frac,cnv_CNgt10_frac,cnv_evenCN_frac,cnv_CNloss_frac,cnv_DUP_len_30000_inf,cnv_DUP_len_30_100,cnv_DEL_len_100000_inf,cnv_DIPLOID_len_100000_inf,sv_n_trans,sv_n_del,sv_n_inv,sv_n_tadem_dup,sv_trans_frac,sv_del_frac,sv_inv_frac,sv_tadem_dup_frac,sv_n_all_sv,sv_n_svclass_stdev,sv_dup_30000+,sv_del_100000+,sv_microhom_deletion_mean,sv_microhom_inversion_mean,sv_microhom_tandem-duplication_mean,sv_microhom_translocation_mean,indel_n_del,indel_n_ins,ins_indel_ratio,del_indel_ratio,indel_DEL_len_1,indel_DEL_len_2,indel_DEL_len_3,indel_DEL_len_4,indel_DEL_len_inf,indel_INS_len_1,indel_INS_len_2,indel_INS_len_3,indel_INS_len_4,indel_INS_len_inf,indel_DEL_mh,indel_DEL_noMHstatus,indel_DEL_rep,indel_del_mh_ratio,Telomeric_AI,Interstitial_AI,Telomeric_LOH,Interstitial_LOH,Ploidy,aberrant_cell_fraction,LST_count,LOH_count,MSI,cnv_DEL_0_3500_sum_indel_DEL_len_inf,indel_INS_len_inf_sum_cnv_DUP_0_30000,indel_INS_len_inf_sum_cnv_DUP_0_1000,frac_cnv_DUP_len_30000_inf,frac_cnv_DEL_len_100000_inf,frac_cnv_DIPLOID_len_100000_inf,frac_sv_dup_30000+,frac_sv_del_frac,frac_sv_del_100000+,FBI_relaxed,percent_all_cc2ca,percent_all_cc2ct,cc2ca_vs_cc2ct,SBS31,ccne1_amp,resistant_ccne1_over_6,cnv_DUP_len_0_30000,cnv_DEL_len_0_100000,cnv_DIPLOID_len_0_100000,sv_dup_0_30000,sv_del_0_100000,frac_cnv_DUP_len_0_30000,frac_cnv_DEL_len_0_100000,frac_cnv_DIPLOID_len_0_100000,frac_sv_dup_0_30000,frac_sv_del_0_100000
Sample_0041,0,0,189,101,323,0.802610114192496,0.0195758564437194,0.53804347826087,0.238207547169811,303,0,81,178,97,44,53,120,0.308917197452229,0.140127388535032,0.168789808917197,0.382165605095541,314,31.244999599936,96,26,1.56818181818182,0.754716981132076,0.866666666666667,0.45360824742268,315,295,0.48360655737704916,0.5163934426229508,126,47,10,9,123,168,11,6,5,105,91,53,171,315.0,31,425,19,225,2.3823,0.34,13,15,0.0,123,125,105,0.938080495356037,0.801980198019802,0.941798941798942,0.8,0.00317460317460317,0.589033189033189,14,47.52,69.04,1.45,0.66,1,1,20,20,11,24,18,0.06191950464396301,0.19801980198019797,0.05820105820105803,0.19999999999999996,0.410966810966811
Sample_0042,0,0,139,78,302,0.828516377649326,0.0192678227360308,0.481012658227848,0.205263157894737,284,0,52,128,147,312,99,73,0.232963549920761,0.494453248811411,0.15689381933439,0.115689381933439,631,92.9283998570943,63,108,1.0224358974359,1.16161616161616,1.34246575342466,0.380952380952381,1474,639,0.3024136299100805,0.6975863700899195,445,77,48,61,843,412,33,11,14,169,785,235,454,1474.0,39,361,27,165,2.6046,0.68,36,21,0.46,845,187,169,0.940397350993378,0.666666666666667,0.920863309352518,0.863013698630137,0.00158227848101266,0.345606134371957,19,54.87,56.78,1.03,0.38,1,1,18,26,11,10,204,0.059602649006622044,0.33333333333333304,0.07913669064748197,0.136986301369863,0.654393865628043
Sample_0044,1,0,145,78,303,0.859315589353612,0.00380228136882129,0.516765285996055,0.204724409448819,292,0,50,135,116,148,73,39,0.308510638297872,0.393617021276596,0.194148936170213,0.103723404255319,376,41.4306649717332,32,73,1.2972972972973,0.643835616438356,0.717948717948718,0.53448275862069,359,230,0.3904923599,0.6095076401,153,35,22,22,127,135,6,4,1,84,102,67,190,0.2841225627,29,340,14,125,2.5289,0.45,6,10,0.0,127,95,84,0.963696369636964,0.641025641025641,0.931034482758621,0.82051282051282,0.0026525198938992,0.491934905728009,8,38.07,66.36,1.74,0.14,1,0,11,28,10,7,75,0.036303630363035966,0.35897435897435903,0.068965517241379,0.17948717948717996,0.508065094271991
Sample_0045,0,0,45,16,316,0.56763925729443,0.0212201591511936,0.521341463414634,0.0481927710843374,309,0,10,42,148,110,63,231,0.268115942028985,0.19927536231884,0.114130434782609,0.418478260869565,552,61.5589148702282,71,51,1.05454545454545,0.476190476190476,1.02597402597403,0.560810810810811,837,273,0.2459459459,0.7540540541,215,56,23,35,508,147,13,3,5,105,447,147,243,0.5340501792,36,274,16,127,3.7124,0.55,34,15,0.49,508,112,106,0.977848101265823,0.625,0.933333333333333,0.307359307359307,0.00180831826401447,0.462797961532139,12,43.72,43.78,1.0,0.8,1,0,7,6,3,160,59,0.022151898734177,0.375,0.06666666666666698,0.692640692640693,0.5372020384678611
Sample_0046,0,0,109,54,319,0.79253112033195,0.0394190871369295,0.503480278422274,0.144772117962467,312,0,45,106,298,134,124,372,0.321120689655172,0.144396551724138,0.133620689655172,0.400862068965517,928,106.329676008159,360,53,1.08955223880597,0.911290322580645,1.4005376344086,0.476510067114094,865,403,0.31782334384858046,0.6821766561514195,400,83,41,38,303,219,29,6,7,142,272,142,451,865.0,36,376,21,202,2.7497,0.72,21,18,1.21,303,149,142,0.978056426332288,0.833333333333333,0.972477064220184,0.967741935483871,0.00107642626480086,0.395096637372877,24,43.37,62.79,1.45,0.3,1,1,7,9,3,12,81,0.021943573667712046,0.16666666666666696,0.027522935779816016,0.032258064516129004,0.604903362627123
Sample_0047,1,0,87,43,257,0.736434108527132,0.0956072351421189,0.510971786833856,0.143333333333333,233,0,40,85,153,166,79,67,0.329032258064516,0.356989247311828,0.16989247311828,0.144086021505376,465,43.6999713958716,54,33,1.06626506024096,0.607594936708861,1.08955223880597,0.777777777777778,1309,303,0.1879652605,0.8120347395,223,47,15,13,1011,164,23,5,10,101,912,174,223,0.6967150497,40,262,23,125,2.8127,0.31,31,19,0.0,1011,125,101,0.906614785992218,0.930232558139535,0.977011494252874,0.805970149253731,0.00214592274678112,0.198368581622628,13,47.97,36.73,0.77,0.17,0,0,24,3,2,13,133,0.09338521400778199,0.06976744186046502,0.022988505747125965,0.194029850746269,0.8016314183773721
Sample_0048,0,0,67,6,43,1.0,0.0,0.603448275862069,0.122448979591837,35,0,0,66,20,0,2,2,0.833333333333333,0.0,0.0833333333333333,0.0833333333333333,24,8.48528137423857,2,0,0.0,0.0,0.0,0.0,107,105,0.49528301886792453,0.5047169811320755,30,21,7,4,45,47,5,2,2,49,29,19,59,107.0,6,41,1,8,2.0006,1.0,0,0,0.0,45,57,49,0.813953488372093,0.0,0.985074626865672,1.0,0.0,0.0,0,41.55,74.5,1.79,0.09,0,0,8,6,1,0,0,0.18604651162790697,1.0,0.014925373134327957,0.0,1.0
Sample_0049,0,0,49,4,53,0.971698113207547,0.0,0.571428571428571,0.0701754385964912,45,0,1,46,16,0,0,3,0.842105263157895,0.0,0.0,0.157894736842105,19,6.5,2,0,0.0,0.0,0.0,0.0,181,185,0.505464480874317,0.49453551912568305,64,35,10,10,62,135,12,1,2,35,59,28,94,181.0,7,42,1,9,2.3113,0.74,0,3,0.0,62,43,35,0.849056603773585,0.25,0.938775510204082,0.666666666666667,0.0,0.0,0,28.76,98.64,3.43,0.0,0,0,8,3,3,1,0,0.15094339622641495,0.75,0.06122448979591799,0.33333333333333304,1.0
Sample_0050,0,1,94,43,268,0.720987654320988,0.0345679012345679,0.533149171270718,0.138263665594855,253,0,24,81,87,74,78,71,0.280645161290323,0.238709677419355,0.251612903225806,0.229032258064516,310,6.02079728939615,60,20,1.16216216216216,0.551282051282051,0.746478873239437,0.275862068965517,564,272,0.3253588516746411,0.6746411483253588,147,50,31,34,302,179,16,10,10,57,277,118,169,564.0,24,288,17,133,3.116,0.83,9,13,0.5,302,72,57,0.944029850746269,0.558139534883721,0.861702127659574,0.845070422535211,0.00321543408360129,0.269401234031459,11,42.67,47.26,1.11,0.13,1,1,15,19,13,11,54,0.055970149253731005,0.44186046511627897,0.138297872340426,0.15492957746478897,0.730598765968541
Sample_0051,0,0,69,4,11,0.988095238095238,0.0,0.867469879518072,0.266666666666667,8,0,2,65,24,1,1,1,0.888888888888889,0.037037037037037,0.037037037037037,0.037037037037037,27,9.95929214352104,1,0,27.0,0.0,0.0,0.0,131,134,0.5056603773584906,0.49433962264150944,53,19,6,8,45,65,14,3,0,52,35,23,73,131.0,13,24,10,20,2.0003,0.24,0,2,0.0,45,55,52,0.727272727272727,0.5,0.942028985507246,1.0,0.0357142857142857,0.0,0,51.81,121.4,2.34,0.91,0,0,3,2,4,0,1,0.27272727272727304,0.5,0.05797101449275399,0.0,1.0
Sample_0052,0,0,245,95,206,0.884615384615385,0.00549450549450549,0.561436672967864,0.315614617940199,173,0,61,236,87,7,11,68,0.502890173410405,0.0404624277456647,0.0635838150289017,0.393063583815029,173,34.9311823447189,57,6,0.571428571428571,0.909090909090909,0.691176470588235,0.28735632183908,205,197,0.4900497512,0.5099502488,110,28,13,14,40,146,13,0,2,36,38,42,125,0.1853658537,17,247,6,109,2.0638,0.49,1,0,0.0,42,69,37,0.839805825242718,0.642105263157895,0.963265306122449,0.838235294117647,0.00574712643678161,0.852216748768473,1,31.45,92.43,2.94,0.85,0,0,33,34,9,11,1,0.16019417475728204,0.35789473684210504,0.03673469387755102,0.16176470588235303,0.14778325123152702
Sample_0053,0,0,116,46,115,0.88086642599278,0.0144404332129964,0.551330798479088,0.285714285714286,103,0,39,111,79,56,34,65,0.337606837606838,0.239316239316239,0.145299145299145,0.277777777777778,234,16.3477827242718,60,28,1.30357142857143,1.20588235294118,1.15384615384615,1.12658227848101,231,188,0.4486873508,0.5513126492,78,34,9,4,106,128,12,2,1,45,65,53,113,0.2813852814,17,138,11,58,2.0135,0.67,9,4,0.0,106,57,45,0.895652173913044,0.847826086956522,0.956896551724138,0.923076923076923,0.00425531914893617,0.497872340425532,9,36.96,60.63,1.64,0.26,1,1,12,7,5,5,28,0.10434782608695603,0.15217391304347805,0.04310344827586199,0.07692307692307698,0.5021276595744679
Sample_0054,1,0,135,77,112,0.966049382716049,0.0,0.512658227848101,0.407407407407407,104,0,54,129,111,78,31,116,0.330357142857143,0.232142857142857,0.0922619047619048,0.345238095238095,336,33.9042770163294,46,13,1.25641025641026,0.67741935483871,0.939655172413793,0.612612612612613,749,184,0.19721329046087888,0.8027867095391211,169,48,20,19,493,89,10,3,6,76,427,122,200,749.0,29,178,21,103,1.9567,0.59,23,15,0.01,493,84,76,0.928571428571429,0.701298701298701,0.955555555555556,0.396551724137931,0.0029673590504451,0.166172106824926,2,39.23,49.61,1.26,0.99,1,0,8,23,6,70,65,0.07142857142857095,0.298701298701299,0.044444444444443953,0.603448275862069,0.833827893175074
Sample_0055,0,0,215,112,155,0.819502074688797,0.0186721991701245,0.620772946859903,0.419475655430712,128,0,81,208,28,2,5,0,0.8,0.0571428571428571,0.142857142857143,0.0,35,11.6141675934562,0,2,2.0,0.0,0.0,0.0,117,127,0.5204918032786885,0.47950819672131145,41,24,4,3,45,58,8,0,3,58,37,19,61,117.0,17,212,7,113,1.9298,0.34,1,8,0.0,45,85,59,0.825806451612903,0.723214285714286,0.967441860465116,0.0,0.0277777777777778,0.972222222222222,0,45.93,65.61,1.43,0.25,0,0,27,31,7,0,0,0.174193548387097,0.27678571428571397,0.032558139534883956,1.0,0.027777777777778012
Sample_0056,1,0,23,12,501,0.358208955223881,0.082089552238806,0.497326203208556,0.0233918128654971,483,0,4,19,204,130,107,241,0.299120234604106,0.190615835777126,0.156891495601173,0.353372434017595,682,54.2332923581079,136,65,1.20769230769231,1.2803738317757,1.41078838174274,0.916666666666667,1517,558,0.2689156626506024,0.7310843373493976,758,95,39,30,595,301,27,12,9,209,502,232,783,1517.0,39,406,17,121,4.8629,0.72,25,12,0.65,596,227,210,0.964071856287425,0.333333333333333,0.826086956521739,0.564315352697095,0.00146412884333821,0.499267935578331,29,59.15,43.7,0.74,0.23,1,1,18,8,4,105,65,0.03592814371257502,0.666666666666667,0.17391304347826098,0.435684647302905,0.5007320644216691
Sample_0057,0,1,77,67,67,0.938388625592417,0.0,0.482051282051282,0.5,62,0,48,72,85,81,16,48,0.369565217391304,0.352173913043478,0.0695652173913043,0.208695652173913,230,27.9329554469268,18,17,1.59259259259259,0.75,0.875,0.552941176470588,819,339,0.292746114,0.707253886,160,40,17,15,587,181,19,4,14,121,514,133,172,0.6275946276,29,106,23,57,1.9721,0.86,30,16,0.37,587,126,121,0.925373134328358,0.716417910447761,0.935064935064935,0.375,0.00432900432900433,0.208967986745765,0,62.66,49.13,0.78,1.0,0,0,5,19,5,30,64,0.074626865671642,0.28358208955223896,0.06493506493506496,0.625,0.791032013254235
Sample_0058,0,0,137,76,106,0.971786833855799,0.0,0.506369426751592,0.417582417582418,92,0,47,130,25,10,6,18,0.423728813559322,0.169491525423729,0.101694915254237,0.305084745762712,59,7.32717544487642,18,6,0.7,0.666666666666667,0.944444444444444,0.08,162,228,0.5846153846153846,0.4153846153846154,71,21,7,7,56,157,17,5,2,47,50,41,71,162.0,15,153,9,73,1.9274,0.53,4,3,0.0,56,61,47,0.867924528301887,0.618421052631579,0.948905109489051,1.0,0.0166666666666667,0.59,0,35.34,105.57,2.99,0.6,0,0,14,29,7,0,4,0.13207547169811296,0.381578947368421,0.051094890510948954,0.0,0.41000000000000003
Sample_0059,0,0,154,62,312,0.727272727272727,0.115530303030303,0.5475,0.165775401069519,277,0,50,152,51,49,41,29,0.3,0.288235294117647,0.241176470588235,0.170588235294118,170,8.64580823289529,25,18,0.959183673469388,1.0,0.379310344827586,0.274509803921569,245,170,0.40963855421686746,0.5903614457831325,74,26,21,14,110,95,12,2,2,59,96,43,106,245.0,36,303,20,121,2.6707,0.26,11,9,0.0,110,94,63,0.887820512820513,0.806451612903226,0.987012987012987,0.862068965517241,0.00584795321637427,0.365198711063373,14,34.17,58.19,1.7,0.99,0,0,35,12,2,4,31,0.112179487179487,0.19354838709677402,0.012987012987012991,0.137931034482759,0.634801288936627
Sample_0060,0,0,174,84,252,0.86078431372549,0.00980392156862745,0.563169164882227,0.25,224,0,50,156,150,82,53,42,0.458715596330275,0.250764525993884,0.162079510703364,0.128440366972477,327,42.0260335982353,35,32,1.23170731707317,0.811320754716981,1.16666666666667,0.14,671,356,0.3466407010710808,0.6533592989289192,340,56,40,28,207,202,23,7,8,116,172,117,382,671.0,36,366,24,236,2.309,0.63,16,31,0.47,208,144,116,0.888888888888889,0.595238095238095,0.896551724137931,0.833333333333333,0.00304878048780488,0.389054134443784,20,34.48,66.92,1.94,0.37,0,0,28,34,18,7,50,0.11111111111111105,0.404761904761905,0.10344827586206895,0.16666666666666696,0.610945865556216
Sample_0062,0,0,92,24,384,0.63,0.046,0.71875,0.0588235294117647,361,0,13,84,99,131,50,214,0.200404858299595,0.265182186234818,0.101214574898785,0.433198380566802,494,59.6845876252823,51,40,1.23664122137405,1.12,1.33644859813084,0.797979797979798,1024,222,0.1781701445,0.8218298555,181,55,25,23,740,135,16,2,9,60,628,203,193,0.61328125,37,350,24,196,3.8217,0.48,29,26,0.14,740,83,60,0.940104166666667,0.541666666666667,0.91304347826087,0.238317757009346,0.00202020202020202,0.304726655871694,11,42.57,54.34,1.28,0.4,1,0,23,11,8,163,91,0.05989583333333304,0.45833333333333304,0.08695652173913004,0.761682242990654,0.695273344128306
Sample_0063,0,0,244,105,232,0.824440619621343,0.0344234079173838,0.597585513078471,0.311572700296736,208,0,84,238,88,26,10,79,0.433497536945813,0.12807881773399,0.0492610837438424,0.389162561576355,203,33.3869360678694,70,12,0.961538461538462,0.7,0.89873417721519,0.897727272727273,427,338,0.4418300653594771,0.5581699346405229,190,39,20,20,158,192,21,10,2,113,104,68,255,427.0,24,288,12,139,2.0978,0.27,6,2,0.0,159,137,114,0.896551724137931,0.8,0.975409836065574,0.886075949367089,0.00490196078431373,0.459276018099547,0,52.61,68.79,1.31,0.06,0,0,24,21,6,9,14,0.10344827586206895,0.19999999999999996,0.024590163934426035,0.113924050632911,0.540723981900453
Sample_0065,0,0,56,22,358,0.584862385321101,0.162844036697248,0.469453376205788,0.0578947368421053,334,0,14,54,131,62,81,30,0.430921052631579,0.203947368421053,0.266447368421053,0.0986842105263158,304,36.6128392780456,29,41,0.758064516129032,0.654320987654321,0.666666666666667,0.908396946564886,260,201,0.4360086767895879,0.5639913232104121,78,33,8,10,131,94,12,1,4,90,100,43,117,260.0,23,296,7,53,3.4725,0.33,13,8,0.01,131,114,92,0.932960893854749,0.636363636363636,0.964285714285714,0.966666666666667,0.00327868852459016,0.659122157588577,7,36.78,70.65,1.92,0.56,0,0,24,8,2,1,21,0.06703910614525099,0.363636363636364,0.03571428571428603,0.03333333333333299,0.34087784241142305
Sample_0066,0,0,73,11,47,0.969465648854962,0.0,0.603053435114504,0.189655172413793,41,0,8,65,33,2,5,1,0.804878048780488,0.0487804878048781,0.121951219512195,0.024390243902439,41,13.2169398878863,0,2,1.5,0.0,0.0,0.0,259,189,0.421875,0.578125,122,34,9,10,84,73,7,3,3,103,58,44,157,259.0,6,51,4,14,2.0418,0.96,0,1,0.0,84,109,103,0.872340425531915,0.727272727272727,0.89041095890411,0.0,0.0238095238095238,0.976190476190476,0,54.41,58.66,1.08,0.57,0,0,6,3,8,1,0,0.12765957446808496,0.27272727272727304,0.10958904109588996,1.0,0.023809523809523947
Sample_0067,0,0,22,14,399,0.517241379310345,0.0436781609195402,0.515669515669516,0.0338983050847458,342,0,4,15,39,34,28,38,0.280575539568345,0.244604316546763,0.201438848920863,0.273381294964029,139,4.32290411644765,34,18,1.35294117647059,1.10714285714286,1.10526315789474,0.435897435897436,384,285,0.4260089686098655,0.5739910313901345,179,55,31,25,94,193,17,7,2,66,97,105,182,384.0,34,324,19,182,3.9791,0.88,4,5,2.16,95,123,67,0.857142857142857,0.285714285714286,0.681818181818182,0.894736842105263,0.00714285714285714,0.52563025210084,4,34.62,65.31,1.89,0.98,1,1,57,10,7,4,16,0.14285714285714302,0.714285714285714,0.318181818181818,0.10526315789473695,0.47436974789916
Sample_0068,0,0,70,22,45,0.970802919708029,0.0,0.57037037037037,0.328358208955224,39,0,18,65,24,6,12,19,0.39344262295082,0.0983606557377049,0.19672131147541,0.311475409836066,61,6.83282518435822,12,1,0.666666666666667,0.0,0.894736842105263,0.0,508,353,0.4099883855981417,0.5900116144018583,238,58,25,35,152,289,13,6,4,41,142,123,243,508.0,11,57,7,23,1.9807,0.59,3,4,0.0,152,47,41,0.866666666666667,0.818181818181818,0.928571428571429,0.631578947368421,0.0161290322580645,0.163978494623656,0,89.97,88.79,0.99,0.22,0,0,6,4,5,7,5,0.13333333333333297,0.181818181818182,0.07142857142857095,0.368421052631579,0.836021505376344
Sample_0069,1,1,33,12,269,0.554140127388535,0.0955414012738854,0.638297872340426,0.0427046263345196,260,0,6,30,65,45,28,54,0.338541666666667,0.234375,0.145833333333333,0.28125,192,13.5462171841441,49,21,1.8,1.25,1.31481481481482,0.461538461538462,222,197,0.4701670644391408,0.5298329355608592,116,20,11,6,69,124,8,3,2,60,61,62,99,222.0,32,184,13,51,3.7536,0.36,15,9,0.01,70,69,61,0.966542750929368,0.5,0.909090909090909,0.907407407407407,0.00518134715025907,0.464248704663212,6,41.65,49.08,1.18,0.81,1,1,9,6,3,5,24,0.03345724907063197,0.5,0.09090909090909105,0.092592592592593,0.535751295336788
Sample_0070,0,0,20,7,107,0.783582089552239,0.0,0.833333333333333,0.0614035087719298,103,0,3,17,27,7,2,9,0.6,0.155555555555556,0.0444444444444445,0.2,45,9.44391338376205,4,5,0.571428571428571,13.0,1.88888888888889,0.259259259259259,177,123,0.41,0.59,80,21,13,7,56,75,6,1,2,39,47,41,89,177.0,15,50,4,18,3.7978,0.34,3,7,0.0,58,43,39,0.962616822429907,0.428571428571428,0.85,0.444444444444444,0.0217391304347826,0.698757763975155,0,38.28,104.43,2.73,0.12,0,0,4,4,3,5,2,0.03738317757009302,0.5714285714285721,0.15000000000000002,0.555555555555556,0.301242236024845
Sample_0071,0,0,97,83,65,0.975510204081633,0.0,0.469565217391304,0.560810810810811,64,0,69,84,56,30,21,89,0.285714285714286,0.153061224489796,0.107142857142857,0.454081632653061,196,26.429150572805,77,12,1.2,0.333333333333333,1.15730337078652,0.571428571428571,276,225,0.4491017964071856,0.5508982035928144,126,30,13,20,87,172,8,5,4,36,75,56,145,276.0,27,135,23,83,1.6159,0.64,5,13,0.01,89,37,36,0.984615384615385,0.831325301204819,0.865979381443299,0.865168539325843,0.0050761421319797,0.397969543147208,3,34.99,59.73,1.71,0.57,0,0,1,14,13,12,18,0.015384615384614997,0.16867469879518104,0.134020618556701,0.13483146067415697,0.602030456852792
Sample_0072,0,1,91,94,41,0.995575221238938,0.0,0.461538461538462,0.696296296296296,40,0,75,86,109,75,29,44,0.424124513618677,0.291828793774319,0.11284046692607,0.171206225680934,257,30.7032164438842,42,41,2.02666666666667,0.620689655172414,1.29545454545454,0.137614678899083,715,270,0.27411167512690354,0.7258883248730964,321,86,36,26,246,177,19,7,5,62,232,185,298,715.0,15,106,11,72,1.7949,0.91,10,7,0.19,246,63,62,0.975609756097561,0.797872340425532,0.945054945054945,0.954545454545455,0.00387596899224806,0.544547803617571,0,51.27,50.8,0.99,0.47,1,0,1,19,5,2,34,0.024390243902439046,0.202127659574468,0.05494505494505497,0.04545454545454497,0.45545219638242895
Sample_0073,0,1,88,29,367,0.727272727272727,0.00619834710743802,0.5,0.0732323232323232,340,0,17,69,170,187,75,351,0.217113665389527,0.23882503192848,0.0957854406130268,0.448275862068966,783,99.2758152824745,78,32,1.21390374331551,0.693333333333333,0.965811965811966,0.958823529411765,1949,252,0.11449341208541572,0.8855065879145843,347,63,29,31,1479,162,11,3,6,70,1298,327,324,1949.0,35,338,13,136,3.2642,0.72,40,26,0.59,1479,97,70,0.926430517711172,0.586206896551724,0.784090909090909,0.222222222222222,0.00127551020408163,0.170904725526574,6,55.46,43.49,0.78,0.01,1,0,27,12,19,273,155,0.07356948228882798,0.413793103448276,0.21590909090909105,0.777777777777778,0.829095274473426
Sample_0074,0,0,142,32,382,0.821942446043165,0.0161870503597122,0.514285714285714,0.0772946859903382,381,0,25,139,68,85,121,659,0.0728831725616292,0.0911039657020364,0.129689174705252,0.706323687031083,933,246.550577975392,552,35,0.905882352941176,1.15702479338843,1.23672230652504,0.720588235294118,469,261,0.3575342466,0.6424657534,174,61,27,20,187,149,16,4,2,90,166,86,217,0.3539445629,29,416,23,214,2.5648,0.64,17,24,0.3,187,91,91,0.99738219895288,0.78125,0.97887323943662,0.83763277693475,0.00107066381156317,0.411323844312886,13,37.05,63.77,1.72,0.24,1,1,1,7,3,107,50,0.0026178010471199498,0.21875,0.02112676056338003,0.16236722306524998,0.5886761556871141
Sample_0075,0,0,100,31,103,0.811965811965812,0.0,0.613333333333333,0.23134328358209,92,0,24,99,33,14,11,9,0.492537313432836,0.208955223880597,0.164179104477612,0.134328358208955,67,9.54921462739214,4,4,1.21428571428571,0.545454545454545,0.444444444444444,0.121212121212121,175,204,0.5382585751978892,0.46174142480211083,74,28,9,7,57,139,11,2,5,47,49,24,102,175.0,25,102,15,38,1.9877,0.35,5,7,0.0,57,58,47,0.893203883495146,0.774193548387097,0.99,0.444444444444444,0.0147058823529412,0.281512605042017,6,26.83,95.58,3.56,0.83,0,0,11,7,1,5,10,0.10679611650485399,0.22580645161290303,0.010000000000000009,0.555555555555556,0.7184873949579831
Sample_0076,0,0,60,26,193,0.745519713261649,0.010752688172043,0.530612244897959,0.118721461187215,189,0,11,51,115,113,47,23,0.385906040268456,0.379194630872483,0.157718120805369,0.0771812080536913,298,40.4073013204297,11,23,1.13274336283186,1.02127659574468,0.608695652173913,0.252173913043478,1396,332,0.19212962962962962,0.8078703703703703,257,51,34,30,1024,236,21,5,8,62,965,181,250,1396.0,34,173,20,85,3.332,0.67,34,20,0.18,1025,66,62,0.979274611398964,0.423076923076923,0.85,0.478260869565217,0.00334448160535117,0.20285908781484,4,63.61,41.33,0.65,0.67,0,0,4,15,9,12,90,0.02072538860103601,0.576923076923077,0.15000000000000002,0.5217391304347829,0.79714091218516
Sample_0077,0,0,116,143,88,0.959654178674352,0.0,0.460567823343849,0.619047619047619,84,0,108,109,121,326,94,44,0.206837606837607,0.557264957264957,0.160683760683761,0.0752136752136752,585,107.392678986978,25,57,0.93558282208589,0.968085106382979,1.38636363636364,0.495867768595041,1641,278,0.14486711829077645,0.8551328817092235,343,51,41,43,1163,147,18,11,5,97,1078,221,342,1641.0,35,201,28,152,1.7034,0.68,30,32,0.18,1164,101,98,0.954545454545455,0.755244755244755,0.939655172413793,0.568181818181818,0.00170648464163823,0.174548252685358,5,57.8,38.97,0.67,1.0,1,0,4,35,7,19,269,0.04545454545454497,0.24475524475524502,0.06034482758620696,0.431818181818182,0.825451747314642
Sample_0078,0,0,50,20,23,0.989247311827957,0.0,0.565217391304348,0.465116279069767,21,0,15,41,29,4,5,1,0.743589743589744,0.102564102564103,0.128205128205128,0.0256410256410256,39,11.2110436623893,1,1,1.75,0.4,0.0,0.0344827586206896,183,170,0.48158640226628896,0.5184135977337111,51,32,10,11,79,86,7,4,4,69,71,36,76,183.0,10,37,2,27,1.9587,0.74,4,3,0.0,79,71,69,0.91304347826087,0.75,0.82,1.0,0.025,0.24375,2,44.86,126.94,2.83,0.75,0,0,2,5,9,0,3,0.08695652173913004,0.25,0.18000000000000005,0.0,0.75625
Sample_0079,0,0,48,13,234,0.640677966101695,0.11864406779661,0.536480686695279,0.0526315789473684,225,0,8,45,102,81,65,36,0.359154929577465,0.285211267605634,0.22887323943662,0.126760563380282,284,24.0935676063135,27,46,0.888888888888889,0.707692307692308,0.888888888888889,0.588235294117647,454,351,0.4360248447204969,0.5639751552795031,221,60,24,22,127,217,15,7,1,111,111,127,216,454.0,27,193,6,48,3.5692,0.59,17,6,0.11,127,120,111,0.961538461538462,0.615384615384615,0.9375,0.75,0.00350877192982456,0.565908598657137,20,39.39,68.3,1.73,0.83,1,1,9,5,3,9,35,0.03846153846153799,0.384615384615385,0.0625,0.25,0.43409140134286295
Sample_0080,0,0,64,26,402,0.638211382113821,0.0426829268292683,0.536299765807963,0.0607476635514019,385,0,21,58,129,158,141,73,0.25748502994012,0.315369261477046,0.281437125748503,0.145708582834331,501,31.87769596442,58,90,0.765822784810127,0.737588652482269,0.945205479452055,0.62015503875969,459,323,0.41304347826086957,0.5869565217391305,179,54,29,26,171,192,14,3,4,110,99,113,247,459.0,33,357,11,116,3.7099,0.53,25,13,0.08,171,127,112,0.95771144278607,0.807692307692308,0.90625,0.794520547945205,0.00199203187250996,0.568485551465026,40,43.1,61.33,1.42,0.68,1,1,17,5,6,15,68,0.04228855721392999,0.19230769230769196,0.09375,0.205479452054795,0.431514448534974
Sample_0081,0,0,137,89,331,0.858168761220826,0.00179533213644524,0.504761904761905,0.211904761904762,311,0,60,116,121,200,81,72,0.255274261603376,0.421940928270042,0.170886075949367,0.151898734177215,474,50.5395884431205,32,49,1.375,0.876543209876543,0.916666666666667,0.363636363636364,1502,342,0.18546637744034708,0.8145336225596529,285,54,38,38,1087,188,14,9,6,125,968,226,308,1502.0,38,402,25,221,2.5703,0.7,26,18,0.59,1089,145,126,0.939577039274924,0.674157303370786,0.846715328467153,0.444444444444444,0.00210526315789474,0.244484210526316,6,52.14,39.28,0.75,0.5,0,0,20,29,21,40,151,0.060422960725076025,0.32584269662921395,0.15328467153284697,0.555555555555556,0.755515789473684
